"","Observation","New.Date","Latitude","Longitude","Zonal.Winds","Meridional.Winds","Humidity","Air.Temp","Sea.Surface.Temp","diff","buoy","MonthN","new_elnino_1","new_elnino_2","new_elnino_3","new_elnino_4","new_elnino_5","new_elnino_6","new_elnino_7","new_elnino_8","new_elnino_9","new_elnino_10","new_elnino_11","new_elnino_12"
"189",12614,1990-11-30,-0.01,-140.19,-6.2,0,86,25.34,25.15,1,2,11,0,0,0,0,0,0,0,0,0,0,1,0
"190",12615,1990-12-01,-0.02,-140.2,-7.4,-0.7,83.1,25.58,25.37,71,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"191",12616,1990-12-02,-0.01,-140.19,-5.9,0,80.2,25.29,25.47,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"192",12617,1990-12-03,-0.01,-140.19,-3.1,0.8,80.3,25.25,25.67,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"193",12618,1990-12-04,-0.02,-140.2,-5.8,-0.9,81.4,25.61,25.78,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"194",12619,1990-12-05,-0.01,-140.19,-6.6,-2.7,79.6,25.48,25.64,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"195",12620,1990-12-06,-0.01,-140.19,-8.6,-1.1,78.2,25.45,25.6,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"196",12621,1990-12-07,-0.01,-140.19,-7.7,-1,79.4,25.55,25.77,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"197",12622,1990-12-08,-0.01,-140.19,-6.7,-1.9,78.8,25.52,25.82,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"198",12623,1990-12-09,-0.01,-140.18,-6.7,-0.8,79.3,25.45,25.89,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"199",12624,1990-12-10,-0.01,-140.18,-6.7,-1.5,78.8,25.47,25.91,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"200",12625,1990-12-11,-0.01,-140.18,-4.8,-0.9,79.4,25.57,26.04,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"201",12626,1990-12-12,-0.01,-140.18,-6.7,-1.5,82.2,25.88,26.15,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"202",12627,1990-12-13,0,-140.19,-8.1,-0.9,81.8,25.77,25.95,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"203",12628,1990-12-14,0,-140.19,-6.8,-2.1,80.4,25.8,25.86,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"204",12629,1990-12-15,0,-140.18,-7.6,-2.3,77.2,25.78,25.9,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"205",12630,1990-12-16,0,-140.19,-7.5,0.5,78.9,25.84,25.87,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"206",12631,1990-12-17,0,-140.18,-7.3,-0.3,82.6,25.91,25.93,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"207",12632,1990-12-18,0,-140.19,-6.8,-0.1,84.8,25.89,25.95,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"208",12633,1990-12-19,0,-140.19,-6.8,0,85,25.97,26.01,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"209",12634,1990-12-20,0.01,-140.18,-7,-1.5,81.4,26.02,26.01,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"210",12635,1990-12-21,0.01,-140.2,-7.2,0.1,80.2,26.12,26,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"211",12636,1990-12-22,0,-140.2,-6.8,0,81.1,25.96,26,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"212",12637,1990-12-23,0,-140.2,-7.4,-0.2,83.7,25.96,26.03,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"213",12638,1990-12-24,0,-140.21,-6.5,-0.8,81.8,26.03,26.1,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"214",12639,1990-12-25,0,-140.21,-6.5,-0.3,83.5,26.1,26.12,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"215",12640,1990-12-26,0,-140.21,-5.8,-0.7,83.7,26.08,26.15,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"216",12641,1990-12-27,-0.01,-140.21,-6.7,-0.1,84.2,26.05,26.18,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"217",12642,1990-12-28,0,-140.21,-6.8,1.5,83,26.12,26.13,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"218",12643,1990-12-29,-0.01,-140.19,-7.3,0.6,82.2,26.1,26.08,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"219",12644,1990-12-30,-0.01,-140.2,-7.4,0,82.7,26.11,26.02,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"220",12645,1990-12-31,-0.02,-140.2,-7.9,-1.2,81,26.22,25.98,1,2,12,0,0,0,0,0,0,0,0,0,0,0,1
"221",12646,1991-01-01,-0.01,-140.2,-8.2,-0.5,82.4,26.2,26.04,8870,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"222",12647,1991-01-02,-0.01,-140.21,-7.6,0.3,79.7,26.22,26.05,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"223",12648,1991-01-03,-0.01,-140.21,-7.5,0,79.8,26.1,26.1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"224",12649,1991-01-04,-0.01,-140.2,-5.4,-1.9,80.1,26.04,26.15,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"225",12650,1991-01-05,-0.02,-140.2,-5.2,-0.4,77.6,25.96,26.14,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"226",12651,1991-01-06,0,-140.2,-7,-1.3,81.8,26.19,26.05,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"227",12652,1991-01-07,-0.01,-140.2,-8.2,-0.9,83.6,26.24,26.04,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"228",12653,1991-01-08,-0.01,-140.2,-8.6,0.9,81,26.32,26.03,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"229",12654,1991-01-09,-0.01,-140.19,-6.6,-1,78.1,26.14,25.94,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"230",12655,1991-01-10,0,-140.19,-6.3,-2.1,80.7,26.05,25.98,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"231",12656,1991-01-11,-0.01,-140.2,-6.7,0.4,83.3,26.35,26.06,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"232",12657,1991-01-12,0,-140.19,-8.8,-0.1,83.3,26.35,26.01,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"233",12658,1991-01-13,0,-140.19,-7.4,-1.7,80.1,26.26,25.99,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"234",12659,1991-01-14,-0.01,-140.19,-6.8,0.7,81.7,26.33,25.99,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"235",12660,1991-01-15,0,-140.19,-7.2,1,82.1,26.47,26.06,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"236",12661,1991-01-16,0,-140.19,-7.5,2,78.5,26.37,26.05,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"237",12662,1991-01-17,0,-140.19,-5.7,1.4,81.7,26.35,26.14,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"238",12663,1991-01-18,0,-140.2,-6.4,1.4,83.5,26.39,26.17,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"239",12664,1991-01-19,0,-140.2,-5.7,2.8,83.8,26.35,26.18,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"240",12665,1991-01-20,0,-140.2,-6.6,2,78.7,26.24,26.19,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"241",12666,1991-01-21,0,-140.2,-6.9,-1,77.2,26.18,26.18,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"242",12667,1991-01-22,-0.01,-140.2,-7.5,-1.3,77.8,26.12,26.11,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"243",12668,1991-01-23,-0.01,-140.21,-8.5,-0.2,76.3,26.18,25.96,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"244",12669,1991-01-24,0,-140.2,-7.3,0.4,79.1,26.3,26.04,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"245",12670,1991-01-25,0,-140.2,-8,1.1,82,26.48,26.13,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"246",12671,1991-01-26,0,-140.21,-8.1,0.8,81.9,26.49,26.18,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"247",12672,1991-01-27,0,-140.21,-8.6,-0.2,82,26.5,26.24,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"248",12673,1991-01-28,-0.01,-140.21,-8.3,0.4,83.7,26.64,26.36,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"249",12674,1991-01-29,0,-140.21,-7.9,1.5,85.5,26.69,26.37,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"250",12675,1991-01-30,-0.01,-140.21,-7.9,1.3,83.9,26.52,26.38,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"251",12676,1991-01-31,-0.01,-140.21,-8.2,0.3,83.5,26.46,26.36,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
"252",12677,1991-02-01,-0.01,-140.22,-7.5,-0.2,84.4,26.34,26.27,70,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"253",12678,1991-02-02,-0.01,-140.21,-7.8,-0.6,83.1,26.26,26.18,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"254",12679,1991-02-03,0,-140.21,-6.7,0.8,85.6,26.3,26.14,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"255",12680,1991-02-04,-0.01,-140.21,-7.3,1.9,86,26.2,26.07,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"256",12681,1991-02-05,-0.01,-140.21,-6.3,2.8,85.7,26.4,26.05,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"257",12682,1991-02-06,0,-140.21,-5.5,0.5,87.3,25.93,25.87,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"258",12683,1991-02-07,0,-140.2,-6.9,0.9,85,25.81,25.67,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"259",12684,1991-02-08,0,-140.21,-7.8,-0.3,82.1,26.01,25.91,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
"260",12691,1991-05-09,0.01,-140.04,-4.7,1.1,86.2,27.23,27.36,301,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"261",12692,1991-05-10,0.01,-140.04,-3.8,1.7,82.7,27.09,27.52,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"262",12693,1991-05-11,0.01,-140.04,-2.7,3.6,82.9,27.22,27.62,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"263",12694,1991-05-12,0.01,-140.04,-3.4,-0.1,83.8,27.18,27.61,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"264",12695,1991-05-13,0.01,-140.04,-4.3,0.5,83.8,27.23,27.53,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"265",12696,1991-05-14,0.01,-140.04,-4.5,1.2,80.8,27.1,27.56,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"266",12697,1991-05-15,0.01,-140.04,-3.3,3.2,80.3,27.25,27.58,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"267",12698,1991-05-16,0.01,-140.04,-2.8,2.6,80.8,27.37,27.65,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"268",12699,1991-05-17,0.01,-140.04,-3,3.8,82,27.32,27.69,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"269",12700,1991-05-18,0.01,-140.04,-3.4,3.5,80.8,27.26,27.63,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"270",12701,1991-05-19,0.01,-140.04,-3.2,3.5,79.2,27.28,27.62,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"271",12702,1991-05-20,0.02,-140.04,-2.7,3.6,78.4,27.26,27.66,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"272",12703,1991-05-21,0.01,-140.04,-3.9,-1.1,85.4,27.14,27.74,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"273",12704,1991-05-22,0.01,-140.04,-4.8,0.6,85.3,27.27,27.77,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"274",12705,1991-05-23,0.01,-140.04,-5.6,1,81,27.3,27.7,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"275",12706,1991-05-24,0.01,-140.04,-5.1,0.4,79.2,27.15,27.62,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"276",12707,1991-05-25,0.01,-140.04,-4,1,79,27.1,27.64,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"277",12708,1991-05-26,0.01,-140.04,-3.5,3.2,83.9,27.25,27.68,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"278",12709,1991-05-27,0.01,-140.04,-6.9,1.9,84.4,27.61,27.79,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"279",12710,1991-05-28,0.01,-140.04,-4.9,4.4,83.5,27.62,27.83,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"280",12711,1991-05-29,0.02,-140.04,-4.7,1,82.2,27.35,27.85,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"281",12712,1991-05-30,0.02,-140.04,-5.1,0.6,82.2,27.18,27.7,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"282",12713,1991-05-31,0.01,-140.04,-6,1.6,85.7,27.38,27.65,1,2,5,0,0,0,0,1,0,0,0,0,0,0,0
"283",12714,1991-06-01,0.01,-140.04,-6,2.8,83.9,27.4,27.53,70,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"284",12715,1991-06-02,0.01,-140.04,-4.8,1.2,82.7,27.3,27.34,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"285",12716,1991-06-03,0.01,-140.04,-6.1,-0.3,86.1,27.17,27.34,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"286",12717,1991-06-04,0.01,-140.04,-7,-0.7,85.2,27.21,27.29,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"287",12718,1991-06-05,0.01,-140.04,-5.8,-1,84.5,27.22,27.37,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"288",12719,1991-06-06,0.01,-140.04,-4.8,-2.8,84.5,27.32,27.63,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"289",12720,1991-06-07,0.01,-140.04,-7.1,0.1,86.3,27.48,27.75,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"290",12721,1991-06-08,0.01,-140.05,-7.9,0.1,85.7,27.56,27.64,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"291",12722,1991-06-09,0.02,-140.04,-7,3.6,85.6,27.49,27.53,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"292",12723,1991-06-10,0.01,-140.04,-2.5,3.8,87.2,27.4,27.45,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"293",12724,1991-06-11,0.01,-140.04,-1.2,2.6,86.7,27.18,27.44,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"294",12725,1991-06-12,0.01,-140.04,-1.6,2.8,85.9,27.17,27.57,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"295",12726,1991-06-13,0.01,-140.04,-3.9,0.6,84.8,27.19,27.69,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"296",12727,1991-06-14,0.01,-140.04,-6,-0.1,84.2,27.21,27.77,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"297",12728,1991-06-15,0.01,-140.04,-6,-2,85.6,27.24,27.75,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"298",12729,1991-06-16,0.01,-140.04,-5.2,-0.3,84.1,27.2,27.8,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"299",12730,1991-06-17,0.01,-140.05,-5.2,0.2,85.3,27.28,27.92,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"300",12731,1991-06-18,0.01,-140.05,-5.7,0.5,81.5,27.21,27.95,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"301",12732,1991-06-19,0.01,-140.05,-5.6,-0.2,79.1,27.13,27.94,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"302",12733,1991-06-20,0.01,-140.05,-5,1.1,81,27.08,27.89,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"303",12734,1991-06-21,0.01,-140.05,-3.2,0.1,79.2,26.91,27.98,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"304",12735,1991-06-22,0.01,-140.04,-1.8,0.8,77.9,26.92,28.28,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"305",12736,1991-06-23,0.01,-140.04,-2.5,2.6,80.4,27.01,28.22,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"306",12737,1991-06-24,0.01,-140.04,-3.5,-0.6,81.8,27.3,28.17,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"307",12738,1991-06-25,0.01,-140.04,-4,-1,82,27.28,28.25,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"308",12739,1991-06-26,0.01,-140.05,-5,0.6,82,27.2,28.1,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"309",12740,1991-06-27,0.01,-140.04,-4.5,-2.2,81.2,27.16,28.07,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"310",12741,1991-06-28,0.01,-140.05,-6.8,-1.5,79.9,27.09,27.88,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"311",12742,1991-06-29,0.02,-140.04,-6.9,0.5,78.1,27.21,27.68,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"312",12743,1991-06-30,0.01,-140.04,-6.7,2.8,78.6,27.3,27.57,1,2,6,0,0,0,0,0,1,0,0,0,0,0,0
"313",12744,1991-07-01,0.02,-140.04,-4.6,2.7,80.4,27.26,27.56,71,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"314",12745,1991-07-02,0.01,-140.04,-2.8,1.9,78,26.95,27.69,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"315",12746,1991-07-03,0.02,-140.04,-5,3.3,79.5,27.17,27.58,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"316",12747,1991-07-04,0.01,-140.05,-5.8,-0.6,80.9,27.18,27.56,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"317",12748,1991-07-05,0.01,-140.04,-5.1,-2,84.3,27.15,27.55,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"318",12749,1991-07-06,0.01,-140.04,-6.2,0.6,85.9,27.12,27.53,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"319",12750,1991-07-07,0.02,-140.04,-6.6,2.5,80.9,27.33,27.44,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"320",12751,1991-07-08,0.02,-140.04,-5.8,0.8,85.5,27.18,27.49,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"321",12752,1991-07-09,0.02,-140.04,-6.3,1.8,85.4,27.15,27.47,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"322",12753,1991-07-10,0.02,-140.04,-7,2.9,82.1,27.26,27.43,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"323",12754,1991-07-11,0.02,-140.04,-5.9,3.5,84.9,27,27.43,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"324",12755,1991-07-12,0.02,-140.04,-5.9,3.3,82.1,27.14,27.41,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"325",12756,1991-07-13,0.01,-140.05,-6.9,2.7,83.3,27.11,27.37,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"326",12757,1991-07-14,0.01,-140.04,-7.5,1.4,85.5,26.91,27.21,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"327",12758,1991-07-15,0.01,-140.04,-7.1,2.3,87.8,26.66,27.09,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"328",12759,1991-07-16,0.02,-140.05,-5.3,5.2,85,26.96,27.09,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"329",12760,1991-07-17,0.02,-140.04,-5.4,4.6,84,26.84,27.01,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"330",12761,1991-07-18,0.01,-140.04,-6.3,0.8,82.9,26.63,27.01,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"331",12762,1991-07-19,0.01,-140.04,-7,-0.2,84.8,26.63,26.99,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"332",12763,1991-07-20,0.01,-140.04,-7.6,-1.5,85.7,26.54,26.79,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"333",12764,1991-07-21,0.01,-140.04,-6.2,-2.3,87.5,26.38,26.72,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"334",12765,1991-07-22,0,-140.05,-6.9,-0.6,90.2,26.33,26.74,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"335",12766,1991-07-23,0,-140.05,-6.1,-0.9,85.8,26.16,26.55,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"336",12767,1991-07-24,0.01,-140.05,-6.1,-1.3,84.1,26.12,26.47,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"337",12768,1991-07-25,0.01,-140.05,-6.6,0.1,83.8,26.09,26.57,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"338",12769,1991-07-26,0.01,-140.06,-7.3,-0.5,83.7,26.17,26.61,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"339",12770,1991-07-27,0.01,-140.06,-6.8,-1.1,82.1,26.26,26.61,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"340",12771,1991-07-28,0.01,-140.06,-6.2,0.9,85,26.21,26.7,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"341",12772,1991-07-29,0.01,-140.06,-5.2,0.8,84.6,26.13,26.61,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"342",12773,1991-07-30,0,-140.06,-5.7,-0.5,86.8,26.09,26.57,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"343",12774,1991-07-31,0,-140.05,-4.9,-0.7,85.6,25.85,26.47,1,2,7,0,0,0,0,0,0,1,0,0,0,0,0
"344",12775,1991-08-01,0,-140.05,-6.3,0.9,88.6,26.2,26.48,70,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"345",12776,1991-08-02,0.01,-140.06,-5.8,1.6,87.6,26.24,26.4,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"346",12777,1991-08-03,0.01,-140.05,-6.5,1.4,84.1,26.2,26.35,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"347",12778,1991-08-04,0.01,-140.05,-5.9,0.7,88.2,26.28,26.37,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"348",12779,1991-08-05,0.02,-140.05,-6.6,1.2,90.3,26.38,26.4,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"349",12780,1991-08-06,0.02,-140.05,-6.4,0.9,89.3,26.25,26.44,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"350",12781,1991-08-07,0.01,-140.05,-4.6,-1,87.5,26.06,26.52,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"351",12782,1991-08-08,0.01,-140.06,-3.8,-3.5,84.3,26.26,26.83,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"352",12783,1991-08-09,0.01,-140.06,-5.3,-2.6,84.8,26.36,27.02,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"353",12784,1991-08-10,0.01,-140.06,-6.2,-1.2,84.2,26.26,27.05,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"354",12785,1991-08-11,0.01,-140.06,-6.9,-1.7,82,26.3,27.03,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"355",12786,1991-08-12,0.01,-140.06,-7.8,-1.5,81.8,26.4,26.93,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"356",12787,1991-08-13,0.02,-140.06,-8.2,0.6,85.1,26.31,26.72,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"357",12788,1991-08-14,0.02,-140.05,-7.2,2.1,86.8,26.27,26.55,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"358",12789,1991-08-15,0.02,-140.05,-5.6,2.4,88.7,25.98,26.55,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"359",12790,1991-08-16,0.02,-140.04,-6.2,2.7,85.2,26.31,26.6,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"360",12791,1991-08-17,0.01,-140.04,-7.5,2.2,84.3,26.31,26.61,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"361",12792,1991-08-18,0.01,-140.05,-9.3,-0.1,83.8,26.33,26.59,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"362",12793,1991-08-19,0,-140.04,-7.1,-1.3,86.9,26.12,26.49,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"363",12794,1991-08-20,0.01,-140.05,-6.6,-1.9,88.2,25.89,26.3,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"364",12795,1991-08-21,0.01,-140.05,-6.9,-0.4,88.6,25.81,26.05,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"365",12796,1991-08-22,0.01,-140.04,-6.6,-0.9,89,25.61,26.05,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"366",12797,1991-08-23,0.01,-140.05,-7.2,-1.7,87,25.58,25.93,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"367",12798,1991-08-24,0,-140.05,-7.8,-2.2,83.2,25.6,26.1,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"368",12799,1991-08-25,0.01,-140.06,-7.1,-2.3,81.8,25.78,26.15,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"369",12800,1991-08-26,0.01,-140.05,-8.1,0.2,87.3,25.86,26.13,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"370",12801,1991-08-27,0.01,-140.05,-7.9,-0.1,88.1,25.87,25.96,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"371",12802,1991-08-28,0.01,-140.04,-7.5,-1.5,87.7,25.6,25.82,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"372",12803,1991-08-29,0.02,-140.05,-7.8,-1.4,85.5,25.51,25.67,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"373",12804,1991-08-30,0.02,-140.05,-6.8,1.6,83.6,25.5,25.63,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"374",12805,1991-08-31,0.01,-140.04,-5.3,4.1,85,25.55,25.65,1,2,8,0,0,0,0,0,0,0,1,0,0,0,0
"375",12806,1991-09-01,0.02,-140.04,-6.1,2.1,82.9,25.48,25.7,70,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"376",12807,1991-09-02,0.02,-140.04,-6.8,3.6,81.5,25.72,25.81,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"377",12808,1991-09-03,0.02,-140.06,-8.2,2.3,83.1,25.85,25.83,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
"378",12809,1991-09-04,0.01,-140.06,-7.5,-0.6,85.1,25.28,25.76,1,2,9,0,0,0,0,0,0,0,0,1,0,0,0
